Cote;Type;DataType;Dates;Titre;Sous-titre;Auteur;Destinataire;Sujet;Description;Notes;Résumé;Éditeur;Localisation;Droits;Ayants-droit;Format;Langue;État génétique;Relations génétiques;Autres ressources en relation;Nature du document;Support;État général;Publication;Représentation;Contexte géographique;Lieu d'expédition;Type de publication;Titre de la publication;Lieu de publication;Numéro de la publication;Périodicité;Directeur de la publication;Auteur analyse;Date analyse;Auteur description;Date création notice;Auteur révision;Date révision notice;Auteur transcription;
 MX-F-753;;Imagen;1920-1970;Màrius Díaz, Rafael Alberti, Antonina Rodrigo y Estela Castro;;Indeterminado;;Màrius Díaz, Rafael Alberti, Antonina Rodrigo y Estela Castro;Màrius Díaz, Rafael Alberti, Antonina Rodrigo y Estela Castro;El archivo original se llama: 07.Jpg;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;640x454 52 ko;;;;;Archivo Jpg;Digital;Mediocre;http://margaritaxirgu.es/material/expos/programes/badalona/alberti/target7.html;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-754;;Imagen;1930-1970;Antonina Rodrigo y  Màrius Díaz;;Indeterminado;;Antonina Rodrigo y  Màrius Díaz;Antonina Rodrigo y  Màrius Díaz;El archivo original se llama: 06.jpg;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;640x451 30ko;;;;;Archivo Jpg;Digital;Mediocre;http://margaritaxirgu.es/material/expos/programes/badalona/alberti/target8.html;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-755;;Imagen;1930-1970;Miquel Xirgu, Marius Díaz y Rafael Alberti;;Indeterminado;;Miquel Xirgu, Marius Díaz y Rafael Alberti;Miquel Xirgu, Marius Díaz y Rafael Alberti;El archivo original se llama: 060.jpg;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;640x457 30ko;;;;;Archivo Jpg;Digital;Mediocre;http://margaritaxirgu.es/material/expos/programes/badalona/alberti/target9.html;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-756;;Imagen;1930-1970;Màrius Díaz, Estela Castro, Antonina Rodrigo i Rafael Alberti;;Indeterminado;;Màrius Díaz, Estela Castro, Antonina Rodrigo i Rafael Alberti;Màrius Díaz, Estela Castro, Antonina Rodrigo i Rafael Alberti;El archivo original se llama: _05.jpg;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;640x454 46 ko;;;;;Archivo Jpg;Digital;Mediocre;http://margaritaxirgu.es/material/expos/programes/badalona/alberti/target10.html;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-757;;Imagen;1940-1970;Família Xirgu;;Indeterminado;;Família Xirgu;Família Xirgu;El archivo original se llama: _050.jpg;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;640x654 41 ko;;;;;Archivo Jpg;Digital;Bueno;http://margaritaxirgu.es/material/expos/programes/badalona/alberti/target11.html;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-758;;Imagen;1950-1980;Calle Xirgu;;Indeterminado;;Calle Xirgu;Inauguración de la calle Margarita Xirgu de Badalona;El archivo original se llama: _040.jpg;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;640x460 49 ko;;;;;Archivo Jpg;Digital;Bueno;http://margaritaxirgu.es/material/expos/programes/badalona/alberti/target12.html;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-759;;Imagen;1940-1970;Miquel Xirgu Marius Díaz, y Rafael Alberti;;Indeterminado;;Miquel Xirgu Marius Díaz, y Rafael Alberti;Miquel Xirgu Marius Díaz, y Rafael Alberti;El archivo original se llama: 0900.jpg;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;640x465 35ko;;;;;Archivo Jpg;Digital;Bueno;http://margaritaxirgu.es/material/expos/programes/badalona/alberti/target13.html;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-760;;Imagen;1940-1970;Estela Castro, Marius Díaz y Rafael Alberti;;Indeterminado;;Estela Castro, Marius Díaz y Rafael Alberti;Estela Castro, Marius Díaz y Rafael Alberti;El archivo original se llama: 03.jpg;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;640x451 39ko;;;;;Archivo Jpg;Digital;Bueno;http://margaritaxirgu.es/material/expos/programes/badalona/alberti/target14.html;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-761;;Imagen;1940-1970; Miquel Xirgu sobrino y ahijado de Maragarida Xirgu, Josep Palau i Fabre y Estela Castro;;Indeterminado;; Miquel Xirgu sobrino y ahijado de Maragarida Xirgu, Josep Palau i Fabre y Estela Castro; Miquel Xirgu sobrino y ahijado de Maragarida Xirgu, Josep Palau i Fabre y Estela Castro;El archivo original se llama: 02.jpg;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;640x454 46 ko;;;;;Archivo Jpg;Digital;Bueno;http://margaritaxirgu.es/material/expos/programes/badalona/alberti/target15.html;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-762;;Imagen;1940-1970;Família Xirgu;;Indeterminado;;Família Xirgu;Família Xirgu;El archivo original se llama: 020.jpg;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;640x460 43ko;;;;;Archivo Jpg;Digital;Bueno;http://margaritaxirgu.es/material/expos/programes/badalona/alberti/target16.html;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-763;;Imagen;Indeterminado;Margarita Xirgu;;Indeterminado;;Margarita Xirgu;Margarita xirgu;El archivo original se llama:subirats.pdf;;Responsable del archivo : Indeterminado editor: e-spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;pdf;;;;;Archivo en pdf;Digital;Bueno;http://margaritaxirgu.es/material/dedicat/retrats/subirats/subirats.pdf;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-764;;Imagen;1910-1950;Figurina;;Indeterminado;;Figurina;".figurins hechos por Gori Muñoz de la obra ""El señor y la virgen del Milagro"".";El archivo original se llama:1.jpg;;Responsable del archivo :Familia Xirgu spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;601x640 45ko;;;;;Archivo Jpg;Digital;Bueno;http://margaritaxirgu.es/material/figurins/Gori%20Munoz/target0.html;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-765;;Imagen;1910-1950;Figurina;;Indeterminado;;Figurina;".figurins hechos por Gori Muñoz de la obra ""El señor y la virgen del Milagro"".";El archivo original se llama:2.jpg;;Responsable del archivo :Familia Xirgu spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;411x640 39;;;;;Archivo Jpg;Digital;Bueno;http://margaritaxirgu.es/material/figurins/Gori%20Munoz/target1.html;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-766;;Imagen;1910-1950;Figurina;;Indeterminado;;Figurina;".figurins hechos por Gori Muñoz de la obra ""El señor y la virgen del Milagro"".";El archivo original se llama:3.jpg;;Responsable del archivo :Familia Xirgu spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;410x640  45 ko;;;;;Archivo Jpg;Digital;Bueno;http://margaritaxirgu.es/material/figurins/Gori%20Munoz/target2.html;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-767;;Imagen;1910-1950;Figurina;;Indeterminado;;Figurina;".figurins hechos por Gori Muñoz de la obra ""El señor y la virgen del Milagro"".";El archivo original se llama:4.jpg;;Responsable del archivo :Familia Xirgu spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;404x640 38ko;;;;;Archivo Jpg;Digital;Bueno;http://margaritaxirgu.es/material/figurins/Gori%20Munoz/target3.html;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-768;;Imagen;1910-1950;Figurina;;Indeterminado;;Figurina;".figurins hechos por Gori Muñoz de la obra ""El señor y la virgen del Milagro"".";El archivo original se llama:5.jpg;;Responsable del archivo :Familia Xirgu spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;428x640 37ko;;;;;Archivo Jpg;Digital;Bueno;http://margaritaxirgu.es/material/figurins/Gori%20Munoz/target4.html;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-769;;Imagen;1910-1950;Figurina;;Indeterminado;;Figurina;".figurins hechos por Gori Muñoz de la obra ""El señor y la virgen del Milagro"".";El archivo original se llama:6.jpg;;Responsable del archivo :Familia Xirgu spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;394x640 41ko;;;;;Archivo Jpg;Digital;Bueno;http://margaritaxirgu.es/material/figurins/Gori%20Munoz/target5.html;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-770;;Imagen;1910-1950;Figurina;;Indeterminado;;Figurina;".figurins hechos por Gori Muñoz de la obra ""El señor y la virgen del Milagro"".";El archivo original se llama:7.jpg;;Responsable del archivo :Familia Xirgu spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;414x640 43ko;;;;;Archivo Jpg;Digital;Bueno;http://margaritaxirgu.es/material/figurins/Gori%20Munoz/target6.html;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-771;;Imagen;1910-1950;Figurina;;Indeterminado;;Figurina;".figurins hechos por Gori Muñoz de la obra ""El señor y la virgen del Milagro"".";El archivo original se llama:8.jpg;;Responsable del archivo :Familia Xirgu spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;411x40 39ko;;;;;Archivo Jpg;Digital;Bueno;http://margaritaxirgu.es/material/figurins/Gori%20Munoz/target7.html;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-772;;Imagen;1910-1950;Figurina;;Indeterminado;;Figurina;".figurins hechos por Gori Muñoz de la obra ""El señor y la virgen del Milagro"".";El archivo original se llama:9.jpg;;Responsable del archivo :Familia Xirgu spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;411x40 39ko;;;;;Archivo Jpg;Digital;Bueno;http://margaritaxirgu.es/material/figurins/Gori%20Munoz/target8.html;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-773;;Imagen;1910-1950;Figurina;;Indeterminado;;Figurina;".figurins hechos por Gori Muñoz de la obra ""El señor y la virgen del Milagro"".";El archivo original se llama:10.jpg;;Responsable del archivo :Familia Xirgu spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;416x640 35ko;;;;;Archivo Jpg;Digital;Bueno;http://margaritaxirgu.es/material/figurins/Gori%20Munoz/target9.html;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-774;;Imagen;1910-1950;Figurina;;Indeterminado;;Figurina;".figurins hechos por Gori Muñoz de la obra ""El señor y la virgen del Milagro"".";El archivo original se llama:11.jpg;;Responsable del archivo :Familia Xirgu spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;440x640 59ko;;;;;Archivo Jpg;Digital;Bueno;http://margaritaxirgu.es/material/figurins/Gori%20Munoz/target10.html;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-775;;Imagen;1910-1950;Figurina;;Indeterminado;;Figurina;".figurins hechos por Gori Muñoz de la obra ""El señor y la virgen del Milagro"".";El archivo original se llama:12.jpg;;Responsable del archivo :Familia Xirgu spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;413x640 59ko;;;;;Archivo Jpg;Digital;Bueno;http://margaritaxirgu.es/material/figurins/Gori%20Munoz/target11.html;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-776;;Imagen;1910-1950;Figurina;;Indeterminado;;Figurina;".figurins hechos por Gori Muñoz de la obra ""El señor y la virgen del Milagro"".";El archivo original se llama:13.jpg;;Responsable del archivo :Familia Xirgu spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;434x640 58ko;;;;;Archivo Jpg;Digital;Bueno;http://margaritaxirgu.es/material/figurins/Gori%20Munoz/target12.html;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-777;;Imagen;1910-1950;Figurina;;Indeterminado;;Figurina;".figurins hechos por Gori Muñoz de la obra ""El señor y la virgen del Milagro"".";El archivo original se llama:14.jpg;;Responsable del archivo :Familia Xirgu spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;409x640 55ko;;;;;Archivo Jpg;Digital;Bueno;http://margaritaxirgu.es/material/figurins/Gori%20Munoz/target13.html;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-778;;Imagen;1910-1950;Figurina;;Indeterminado;;Figurina;".figurins hechos por Gori Muñoz de la obra ""El señor y la virgen del Milagro"".";El archivo original se llama:15.jpg;;Responsable del archivo :Familia Xirgu spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;410x640 55ko;;;;;Archivo Jpg;Digital;Bueno;http://margaritaxirgu.es/material/figurins/Gori%20Munoz/target14.html;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-779;;Imagen;1910-1950;Figurina;;Indeterminado;;Figurina;".figurins hechos por Gori Muñoz de la obra ""El señor y la virgen del Milagro"".";El archivo original se llama:16.jpg;;Responsable del archivo :Familia Xirgu spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;433x640 58ko;;;;;Archivo Jpg;Digital;Bueno;http://margaritaxirgu.es/material/figurins/Gori%20Munoz/target15.html;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-780;;Imagen;1910-1950;Figurina;;Indeterminado;;Figurina;".figurins hechos por Gori Muñoz de la obra ""El señor y la virgen del Milagro"".";El archivo original se llama:17.jpg;;Responsable del archivo :Familia Xirgu spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;403x640 41ko;;;;;Archivo Jpg;Digital;Bueno;http://margaritaxirgu.es/material/figurins/Gori%20Munoz/target16.html;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-781;;Imagen;1910-1950;Figurina;;Indeterminado;;Figurina;"""Bodas de Sangre"" Federico García Lorca. Figurina de José Caballero";El archivo original se llama:novio_boda.jpg;;Responsable del archivo :Familia Xirgu spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;453X640 41ko;;; MX-F-230/Mx1071$;;Archivo Jpg;Digital;Bueno;http://margaritaxirgu.es/material/figurins/bosangre/fibosang/fibosan/target0.html;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-782;;Imagen;1910-1950;Figurina;;Indeterminado;;Figurina;"""Bodas de Sangre"" Federico García Lorca. Figurina de José Caballero";El archivo original se llama:novio_bosque.jpg;;Responsable del archivo :Familia Xirgu spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;457x640 40ko;;; MX-F-230/Mx1071$;;Archivo Jpg;Digital;Bueno;http://margaritaxirgu.es/material/figurins/bosangre/fibosang/fibosan/target1.html;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-783;;Imagen;1910-1950;Figurina;;Indeterminado;;Figurina;"""Bodas de Sangre"" Federico García Lorca. Figurina de José Caballero";El archivo original se llama:padre_novia.jpg;;Responsable del archivo :Familia Xirgu spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;453X640 41ko;;; MX-F-230/Mx1071$;;Archivo Jpg;Digital;Bueno;http://margaritaxirgu.es/material/figurins/bosangre/fibosang/fibosan/target2.html;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-784;;Imagen;1910-1950;Figurina;;Indeterminado;;Figurina;"""Bodas de Sangre"" Federico García Lorca. Figurina de José Caballero";El archivo original se llama:padre.jpg;;Responsable del archivo :Familia Xirgu spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;447X640 47ko;;; MX-F-230/Mx1071$;;Archivo Jpg;Digital;Bueno;http://margaritaxirgu.es/material/figurins/bosangre/fibosang/fibosan/target3.html;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-785;;Imagen;1910-1950;Figurina;;Indeterminado;;Figurina;"""Bodas de Sangre"" Federico García Lorca. Figurina de José Caballero";El archivo original se llama:vecina_negra1.jpg;;Responsable del archivo :Familia Xirgu spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;441x640 28ko;;; MX-F-230/Mx1071$;;Archivo Jpg;Digital;Bueno;http://margaritaxirgu.es/material/figurins/bosangre/fibosang/fibosan/target4.html;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-786;;Imagen;1910-1950;Figurina;;Indeterminado;;Figurina;"""Bodas de Sangre"" Federico García Lorca. Figurina de José Caballero";El archivo original se llama:vecina_negra3.jpg;;Responsable del archivo :Familia Xirgu spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;453x640 26ko;;; MX-F-230/Mx1071$;;Archivo Jpg;Digital;Bueno;http://margaritaxirgu.es/material/figurins/bosangre/fibosang/fibosan/target5.html;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-787;;Imagen;1910-1950;Figurina;;Indeterminado;;Figurina;"""Bodas de Sangre"" Federico García Lorca. Figurina de José Caballero";El archivo original se llama:novia_casa.jpg;;Responsable del archivo :Familia Xirgu spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;453x640 28ko;;; MX-F-230/Mx1071$;;Archivo Jpg;Digital;Bueno;http://margaritaxirgu.es/material/figurins/bosangre/fibosang/fibosan/target6.html;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-788;;Imagen;1910-1950;Figurina;;Indeterminado;;Figurina;"""Bodas de Sangre"" Federico García Lorca. Figurina de José Caballero";El archivo original se llama:muchahcha_final.jpg;;Responsable del archivo :Familia Xirgu spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;454x640 32ko;;; MX-F-230/Mx1071$;;Archivo Jpg;Digital;Bueno;http://margaritaxirgu.es/material/figurins/bosangre/fibosang/fibosan/target7.html;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-789;;Imagen;1910-1950;Figurina;;Indeterminado;;Figurina;"""Bodas de Sangre"" Federico García Lorca. Figurina de José Caballero";El archivo original se llama:mujer_leonardo_casa.jpg;;Responsable del archivo :Familia Xirgu spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;453x640 32ko;;; MX-F-230/Mx1071$;;Archivo Jpg;Digital;Bueno;http://margaritaxirgu.es/material/figurins/bosangre/fibosang/fibosan/target8.html;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-790;;Imagen;1910-1950;Figurina;;Indeterminado;;Figurina;"""Bodas de Sangre"" Federico García Lorca. Figurina de José Caballero";El archivo original se llama:mujer_leonardo_final.jpg;;Responsable del archivo :Familia Xirgu spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;453x640 40ko;;; MX-F-230/Mx1071$;;Archivo Jpg;Digital;Bueno;http://margaritaxirgu.es/material/figurins/bosangre/fibosang/fibosan/target9.html;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-791;;Imagen;1910-1950;Figurina;;Indeterminado;;Figurina;"""Bodas de Sangre"" Federico García Lorca. Figurina de José Caballero";El archivo original se llama:mujer_leonardo.jpg;;Responsable del archivo :Familia Xirgu spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;447x640 39ko;;; MX-F-230/Mx1071$;;Archivo Jpg;Digital;Bueno;http://margaritaxirgu.es/material/figurins/bosangre/fibosang/fibosan/target10.html;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-792;;Imagen;1910-1950;Figurina;;Indeterminado;;Figurina;"""Bodas de Sangre"" Federico García Lorca. Figurina de José Caballero";El archivo original se llama:12.jpg;;Responsable del archivo :Familia Xirgu spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;453x640 27ko;;; MX-F-230/Mx1071$;;Archivo Jpg;Digital;Bueno;http://margaritaxirgu.es/material/figurins/bosangre/fibosang/fibosan/target11.html;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-793;;Imagen;1910-1950;Figurina;;Indeterminado;;Figurina;"""Bodas de Sangre"" Federico García Lorca. Figurina de José Caballero";El archivo original se llama:13.jpg;;Responsable del archivo :Familia Xirgu spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;453x640 27ko;;; MX-F-230/Mx1071$;;Archivo Jpg;Digital;Bueno;http://margaritaxirgu.es/material/figurins/bosangre/fibosang/fibosan/target12.html;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
 MX-F-794;;Imagen;1910-1950;Figurina;;Indeterminado;;Figurina;"""Bodas de Sangre"" Federico García Lorca. Figurina de José Caballero";El archivo original se llama:novia_anterior_boda.jpg;;Responsable del archivo :Familia Xirgu spectateur, AAP 2020 (Responsable científico :Alumno: Alan Gil Master LEA Amérique, La Rochelle Université);Indeterminado;;;445x640 35ko;;; MX-F-230/Mx1071$;;Archivo Jpg;Digital;Bueno;http://margaritaxirgu.es/material/figurins/bosangre/fibosang/fibosan/target13.html;;Indeterminado;;;;;;;;Gil Alan;$2020-04-20$;Alan Gil;$2020-04-20$;;;;
